"","id_student","dataplus","dualpane","forumng","glossary","homepage","htmlactivity","oucollaborate","oucontent","ouwiki","page","questionnaire","quiz","repeatactivity","resource","subpage","url","CMA","TMA","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result","date_registration.x","date_unregistration.x","date_registration.y","date_unregistration.y"
"739",637358,NA,NA,1.89655172413793,NA,3.03896103896104,1.4,NA,4.27683615819209,1.71428571428571,1,NA,15.3968253968254,NA,1.30769230769231,1.56115107913669,1.05,71.4285714285714,85.8,"M","Wales","Lower Than A Level","20-30%","0-35",0,120,"N","Pass",-29,NA,-29,NA
"740",637509,NA,NA,2.15789473684211,NA,3.84615384615385,1,NA,1.575,NA,NA,NA,17.375,NA,1.4,1.51923076923077,1.2,75,44.5,"F","Ireland","Lower Than A Level","","0-35",0,150,"N","Fail",-35,NA,-35,NA
"741",637514,NA,NA,2.53333333333333,NA,3.94736842105263,1,1,3.93617021276596,1,1,NA,3,NA,1,1.47619047619048,1.125,NA,46,"M","Yorkshire Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Withdrawn",-63,199,-63,199
"742",637563,NA,NA,3.43243243243243,3,5.62962962962963,1,1.33333333333333,4.64705882352941,NA,1,NA,11.4285714285714,NA,2,2.22950819672131,1.18181818181818,89.5,91,"M","East Midlands Region","A Level or Equivalent","90-100%","0-35",0,120,"N","Fail",-66,NA,-66,NA
"743",637582,NA,NA,4.36111111111111,NA,2.6530612244898,NA,2,4.13333333333333,4,1,NA,11.3965517241379,NA,1.63829787234043,2.11016949152542,1.35,61.1428571428571,36.6,"M","East Anglian Region","HE Qualification","20-30%","35-55",0,90,"N","Fail",-21,NA,-21,NA
"744",637708,2.55555555555556,1.5,2.0353982300885,NA,4.168,1.25,1,7.99596774193548,1.5625,1.14285714285714,1.16666666666667,12.4494382022472,NA,1.03448275862069,1.81564245810056,1.26190476190476,96.1428571428571,89.2,"M","East Anglian Region","HE Qualification","80-90%","0-35",0,120,"N","Distinction",-133,NA,-133,NA
"745",637788,NA,NA,1.52631578947368,NA,2.64285714285714,1,1,1.35483870967742,NA,NA,NA,11.1428571428571,NA,1.28571428571429,1.54545454545455,NA,NA,67,"M","East Midlands Region","Lower Than A Level","20-30%","0-35",0,60,"Y","Fail",-109,NA,-109,NA
"746",637800,NA,NA,3.62162162162162,NA,3.35714285714286,1.5,3.5,4.18367346938776,4.33333333333333,NA,1.5,9.45454545454546,NA,1.5,1.89583333333333,1.66666666666667,65,70,"M","Yorkshire Region","Lower Than A Level","0-10%","0-35",0,120,"Y","Withdrawn",-67,114,-67,114
"747",637906,NA,NA,2.61926605504587,1,3.41071428571429,1,2,3.40441176470588,2.71428571428571,1,NA,11.734375,NA,1.4,1.88961038961039,1.07142857142857,68.7142857142857,77.8,"M","Wales","Lower Than A Level","50-60%","35-55",0,90,"N","Pass",-87,NA,-87,NA
"748",637939,NA,NA,3.80769230769231,NA,3.48648648648649,NA,NA,3.11827956989247,1.66666666666667,1,NA,3.88888888888889,NA,1.45454545454545,1.57575757575758,1,NA,33.25,"M","South West Region","A Level or Equivalent","0-10%","0-35",0,150,"N","Fail",-142,NA,-142,NA
"749",637980,NA,1,1.64556962025316,NA,4.44715447154472,1.75,1.35714285714286,5.68895348837209,2.25,1.25,1,9.3875,NA,1.53571428571429,1.80252100840336,1.20454545454545,73.2857142857143,81,"F","Scotland","HE Qualification","50-60%","0-35",0,60,"N","Pass",-28,NA,-28,NA
"750",638034,5.33333333333333,1,3.29508196721311,NA,5.87610619469027,1,1,4.47783251231527,3.54545454545455,1.11111111111111,1.45454545454545,7.27551020408163,NA,1.11111111111111,2.03289473684211,1.65384615384615,83.4285714285714,79.8,"M","Scotland","A Level or Equivalent","70-80%","0-35",0,120,"N","Pass",-7,NA,-7,NA
"751",638388,NA,NA,2.66666666666667,NA,3.83582089552239,1,2.4,4.0990099009901,3.875,1.66666666666667,1,13.7142857142857,1,1.21428571428571,1.75,1.5,78.5714285714286,89.2,"M","East Anglian Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Pass",-150,NA,-150,NA
"752",638411,6.06666666666667,3.5,4.4213649851632,NA,9.02890173410405,2.14285714285714,1.8,7.54432624113475,3.06024096385542,1.25,1.1,8.22222222222222,NA,1.34210526315789,2.01442307692308,1.46086956521739,84.1428571428571,85.4,"M","West Midlands Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass",-53,NA,-53,NA
"753",638498,2,NA,2.336,NA,2.828125,1,1.25,11.1896551724138,2,1,1.15384615384615,10.8181818181818,NA,1.04545454545455,1.55752212389381,2.4,69.8571428571429,72.4,"M","West Midlands Region","Lower Than A Level","10-20","0-35",0,90,"N","Pass",-155,NA,-155,NA
"754",638515,2,NA,2.18181818181818,NA,3.29545454545455,2,NA,9.14457831325301,2.6,NA,1.75,13.875,NA,1.05882352941176,1.46666666666667,2,70.8571428571429,71,"M","West Midlands Region","Lower Than A Level","10-20","0-35",0,90,"N","Pass",-155,NA,-155,NA
"755",638625,3.52941176470588,2.5,2.82080924855491,NA,3.92899408284024,1.5,2,6.05841121495327,4.375,1,1.15151515151515,5.01224489795918,NA,1.21621621621622,1.5952380952381,1.3953488372093,89.5714285714286,91.2,"M","West Midlands Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Pass",-155,NA,-155,NA
"756",638655,NA,NA,2.57286432160804,5,4.19310344827586,1.5,NA,5.83193277310924,3.09090909090909,1,NA,6.1025641025641,NA,1.11764705882353,1.75280898876405,1.32432432432432,90.8571428571429,79.8,"M","South East Region","A Level or Equivalent","50-60%","0-35",0,90,"N","Pass",-60,NA,-60,NA
"757",638677,3.5,NA,2.78181818181818,NA,3.90909090909091,1.25,1.66666666666667,6.73417721518987,1.83333333333333,1,1.2,9.52941176470588,NA,1.04347826086957,1.47560975609756,1.09090909090909,75.5,82.75,"F","East Anglian Region","A Level or Equivalent","60-70%","0-35",0,120,"N","Withdrawn",-123,195,-123,195
"758",638831,NA,NA,3.81818181818182,NA,3.41666666666667,1,NA,5.58783783783784,2.8,1,1,2.31578947368421,NA,1.0625,1.98630136986301,1.09090909090909,NA,56,"M","Yorkshire Region","Lower Than A Level","70-80%","0-35",0,90,"N","Fail",-149,NA,-149,NA
"759",639028,2,1,2.921875,NA,4.27966101694915,1.125,1.125,5.73799126637555,2.15,1,1.25,6.82222222222222,NA,1.19047619047619,1.64705882352941,1.20588235294118,86.5714285714286,55.4,"F","London Region","Lower Than A Level","20-30%","0-35",0,90,"N","Pass",-71,NA,-71,NA
"760",639231,NA,NA,2.03787878787879,NA,4.24074074074074,1,1.11111111111111,5.875,1.83333333333333,1,1.5,10.2586206896552,NA,1.25,1.42857142857143,1.10526315789474,73.1428571428571,85.6,"M","London Region","Lower Than A Level","50-60%","0-35",0,120,"N","Pass",-142,NA,-142,NA
"761",639234,NA,NA,2.52380952380952,NA,3.21794871794872,1,1,7.23809523809524,3.375,1,1.5,17.9,NA,1.42857142857143,1.65217391304348,1.18181818181818,88.6666666666667,78.75,"M","Scotland","A Level or Equivalent","40-50%","0-35",0,120,"Y","Withdrawn",-79,149,-79,149
"762",639238,NA,NA,2.74603174603175,NA,3.59722222222222,1.33333333333333,NA,5.125,1,1,NA,1,NA,1.2,1.95774647887324,1,NA,67,"M","North Western Region","Lower Than A Level","60-70%","0-35",0,120,"N","Withdrawn",-154,114,-154,114
"763",639522,1,NA,4.72,NA,4.21951219512195,NA,2,6.90588235294118,NA,NA,NA,15.15,NA,1.47058823529412,2.14285714285714,1.5,73.4285714285714,73.8,"M","South East Region","A Level or Equivalent","30-40%","0-35",0,90,"N","Pass",-67,NA,-67,NA
"764",639919,NA,NA,2.4,NA,3.57142857142857,1,NA,6.0377358490566,5.125,1,NA,11.1428571428571,NA,2.09090909090909,1.8,1,68,72,"M","East Anglian Region","Lower Than A Level","10-20","0-35",0,60,"N","Withdrawn",-144,72,-144,72
"765",640098,3.28571428571429,2,2.56551724137931,NA,2.95918367346939,1,1.42857142857143,5.67452830188679,3.73333333333333,1,1.16666666666667,11.9264705882353,NA,1.28,1.78807947019868,1.04545454545455,77.4285714285714,82.4,"F","Scotland","A Level or Equivalent","40-50%","35-55",0,60,"N","Pass",-15,NA,-15,NA
"766",640278,5,3,4.99718309859155,NA,10.6414342629482,1.6,3.14285714285714,9.74291497975709,3.85245901639344,1.66666666666667,1.24242424242424,9.58389261744967,NA,1.6875,2.88089330024814,1.75539568345324,90.1428571428571,83.8,"M","Scotland","HE Qualification","30-40%","35-55",0,60,"N","Pass",-81,NA,-81,NA
"767",640329,NA,1,3.3859649122807,4,3.37254901960784,1.5,3,4.58730158730159,2.6,1,1.5,8.98809523809524,NA,1.48076923076923,1.88125,1.26666666666667,87.7142857142857,79.6,"F","London Region","A Level or Equivalent","70-80%","0-35",0,180,"N","Pass",-154,NA,-154,NA
"768",640429,3.5,NA,2.41714285714286,NA,3.91111111111111,1.25,1.14285714285714,6.86343612334802,2.625,1.25,1.17647058823529,20.6024096385542,NA,1.02898550724638,1.55276381909548,1.26086956521739,100,90.6,"M","North Western Region","A Level or Equivalent","30-40%","0-35",0,90,"N","Distinction",-150,NA,-150,NA
"769",640552,NA,NA,2.11111111111111,NA,2.33333333333333,2,NA,1.64285714285714,NA,1,NA,1,NA,1,1.66666666666667,NA,NA,64,"M","North Western Region","Lower Than A Level","40-50%","35-55",0,120,"Y","Withdrawn",-79,53,-79,53
"770",640584,NA,NA,2.25,NA,2.27777777777778,1.5,NA,3.66666666666667,NA,NA,NA,1,NA,1,1.69565217391304,1,80,58,"M","East Midlands Region","Lower Than A Level","90-100%","0-35",0,120,"N","Withdrawn",-77,93,-77,93
"771",640711,3,NA,2.05454545454545,NA,4.02040816326531,1,1.6,5.94258373205742,1.4,1,1,14.1590909090909,NA,1.38235294117647,1.72093023255814,1.23809523809524,79.8571428571429,89.4,"F","Wales","Lower Than A Level","10-20","35-55",0,90,"Y","Pass",-140,NA,-140,NA
"772",640752,NA,1,2.78504672897196,3,4.44086021505376,1.5,1,9.18357487922705,4.2,1,1,10.7971014492754,NA,1.82608695652174,2.43518518518519,1.33333333333333,75.1428571428571,62.8,"M","North Western Region","HE Qualification","50-60%","0-35",0,60,"N","Pass",-15,NA,-15,NA
"773",640848,NA,1,3.11363636363636,NA,6.30188679245283,1.6,NA,6.48550724637681,1.83333333333333,1,NA,12.75,NA,2.0625,1.85185185185185,1.16666666666667,71.2857142857143,76.8,"F","West Midlands Region","Lower Than A Level","30-40%","0-35",0,90,"N","Pass",-144,NA,-144,NA
"774",640892,7,1,2.15217391304348,NA,2.52702702702703,1,3.33333333333333,5,5.5,1,1.61538461538462,10.58,NA,1.32142857142857,1.744,1.08,87.5714285714286,81,"M","North Western Region","A Level or Equivalent","20-30%","35-55",0,60,"Y","Pass",-44,NA,-44,NA
"775",640913,NA,NA,2.17647058823529,NA,3.95833333333333,1,1,10.6024096385542,3,NA,NA,15.5833333333333,NA,1.15789473684211,1.82608695652174,1,80.8571428571429,77.2,"M","West Midlands Region","Lower Than A Level","80-90%","0-35",0,90,"N","Pass",-64,NA,-64,NA
"776",640927,2.42857142857143,1,2.36842105263158,NA,3.04310344827586,2,1.42857142857143,5.62285714285714,1.66666666666667,1.11111111111111,1.13636363636364,10.3894736842105,NA,1.05555555555556,1.42718446601942,1.25806451612903,88.7142857142857,81,"M","South Region","HE Qualification","50-60%","0-35",0,60,"N","Pass",-143,NA,-143,NA
"777",641085,NA,NA,3.15384615384615,NA,2.58333333333333,1,9,2.66666666666667,1,2,NA,5.6,NA,1.1,1.5,1,NA,70,"M","North Western Region","A Level or Equivalent","60-70%","0-35",0,90,"N","Fail",-154,NA,-154,NA
"778",641137,3.33333333333333,2,3.52439024390244,NA,3.49074074074074,1.57142857142857,1.45,3.15547703180212,3.36842105263158,1.07692307692308,1.26666666666667,7.92537313432836,NA,1.20512820512821,2.10245901639344,1.13888888888889,95.7142857142857,87.8,"M","East Anglian Region","Lower Than A Level","70-80%","35-55",0,60,"N","Distinction",-23,NA,-23,NA
"779",641275,NA,NA,1.75,NA,3.83333333333333,1,2,5.11111111111111,NA,1,NA,NA,NA,1,1.91304347826087,NA,NA,31,"M","North Region","Lower Than A Level","60-70%","0-35",0,60,"N","Withdrawn",-95,62,-95,62
"780",641309,NA,NA,3.64285714285714,NA,3.35227272727273,1,1,9.17338709677419,1.83333333333333,1,1.4,6.75675675675676,NA,1.26086956521739,1.52777777777778,1,75.7142857142857,83.8,"M","West Midlands Region","A Level or Equivalent","20-30%","35-55",0,60,"N","Pass",-63,NA,-63,NA
"781",641311,6.625,1,2.75688073394495,NA,5.95394736842105,1.14285714285714,1.6,7.13370473537604,2,1.15384615384615,1.25925925925926,6.82162162162162,NA,1.14285714285714,1.9208211143695,1.44776119402985,92,86,"M","South East Region","Lower Than A Level","50-60%","35-55",0,60,"N","Distinction",-142,NA,-142,NA
"782",641363,NA,NA,2.625,NA,3.65714285714286,1.5,NA,3.25,NA,1,NA,13.5263157894737,NA,1.07142857142857,1.56701030927835,1.75,88.8571428571429,75,"M","North Region","A Level or Equivalent","70-80%","0-35",0,120,"N","Pass",-143,NA,-143,NA
"783",641401,3.14285714285714,NA,2.49397590361446,2,3.66216216216216,1.25,1,7.30102040816327,2.81818181818182,1,1.15384615384615,11.775,NA,1.67567567567568,1.53448275862069,1.27272727272727,75,92.4,"M","North Western Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Distinction",-9,NA,-9,NA
"784",641404,NA,NA,2.29268292682927,NA,7.28571428571429,1.57142857142857,NA,8.48611111111111,2.6,1.33333333333333,1.5,8.97368421052632,NA,2,2.11688311688312,1.4,NA,70,"M","West Midlands Region","Lower Than A Level","0-10%","0-35",0,120,"N","Withdrawn",-53,47,-53,47
"785",641433,NA,NA,3.69230769230769,NA,2.05263157894737,1,1.5,4.22058823529412,2.6,1,NA,7.25,NA,1.09090909090909,1.6031746031746,1,NA,72,"M","South East Region","Lower Than A Level","60-70%","0-35",0,60,"N","Fail",-78,NA,-78,NA
"786",641461,NA,1,1.90909090909091,NA,2.20779220779221,1,4,4.38509316770186,2.66666666666667,1,2,8.74193548387097,NA,1.08,1.40566037735849,1.11111111111111,83.7142857142857,87.4,"M","East Anglian Region","Lower Than A Level","90-100%","0-35",0,60,"N","Pass",-142,NA,-142,NA
"787",641470,NA,NA,2.43333333333333,NA,2.7,1,NA,4.54761904761905,4,1,1.5,10.4,NA,1.4,1.34042553191489,1,NA,59.3333333333333,"M","North Western Region","Lower Than A Level","0-10%","0-35",0,60,"N","Fail",-155,NA,-155,NA
"788",641547,NA,NA,5,NA,4.35294117647059,1.25,1.33333333333333,3.67,1.14285714285714,1,1,12.5,NA,1.03030303030303,1.63963963963964,1.08333333333333,76,86.2,"M","South East Region","Lower Than A Level","40-50%","0-35",0,90,"N","Pass",-29,NA,-29,NA
"789",641804,NA,NA,3,NA,4.47058823529412,2,1,3.28571428571429,NA,NA,NA,1,NA,1.25,1.78787878787879,1,NA,65,"M","West Midlands Region","A Level or Equivalent","50-60%","0-35",0,120,"N","Withdrawn",-25,75,-25,75
"790",641864,2.875,3,3.13227513227513,1,3.97058823529412,1.25,1,5.66283524904215,2.5,1,1.08333333333333,8.46153846153846,NA,1.09090909090909,1.56804733727811,1.07407407407407,84.2857142857143,92.6,"M","South Region","Lower Than A Level","40-50%","0-35",0,60,"N","Distinction",-136,NA,-136,NA
"791",641914,4.28571428571429,1.5,2.79310344827586,NA,4.55704697986577,1.14285714285714,4.16666666666667,6.90238611713666,2.33333333333333,1,1.16666666666667,7.63803680981595,NA,1.21818181818182,2.33734939759036,1.2,87.1428571428571,88.8,"M","Wales","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass",-25,NA,-25,NA
"792",642029,2,NA,2.58389261744966,NA,2.28571428571429,1,1,5.36448598130841,2,1,1.5,14.4583333333333,NA,1.25,1.34090909090909,1.3125,71.1428571428571,74.8,"M","South East Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Pass",-120,NA,-120,NA
"793",642056,4,NA,2.45333333333333,NA,4.17283950617284,1,1.42857142857143,5.01075268817204,2,1,1,11.7380952380952,NA,2.62903225806452,1.76190476190476,1.16666666666667,89,92.6,"M","West Midlands Region","A Level or Equivalent","","0-35",0,60,"N","Distinction",-25,NA,-25,NA
"794",642375,NA,NA,2.28571428571429,NA,3.59183673469388,1,NA,5.29838709677419,2.44444444444444,NA,1.5,10.5882352941176,NA,1.04166666666667,1.5,1.26315789473684,85.8571428571429,87,"M","North Western Region","Lower Than A Level","70-80%","0-35",0,60,"N","Pass",-115,NA,-115,NA
"795",642448,1.5,NA,4.32989690721649,NA,4.61682242990654,2,NA,5.29861111111111,3,1,1.5,12.8970588235294,NA,1.10526315789474,1.57575757575758,1.29411764705882,83.8571428571429,85.8,"M","South Region","Lower Than A Level","30-40%","0-35",0,120,"N","Pass",-79,NA,-79,NA
"796",642449,2.57142857142857,1,3.33333333333333,NA,3.12280701754386,1.75,1.375,4.07486631016043,1.18181818181818,1,2,12.7037037037037,NA,1.57317073170732,1.50187265917603,1.15625,67.8571428571429,52.4,"F","South Region","Lower Than A Level","80-90%","0-35",0,90,"N","Pass",-21,NA,-21,NA
"797",642493,1.33333333333333,NA,4.36363636363636,NA,5.14942528735632,1.25,NA,7.96618357487923,4.8,1,1.5,10.1264367816092,NA,1.15,1.93434343434343,1.09090909090909,83.8571428571429,71.6,"M","Wales","Lower Than A Level","60-70%","0-35",0,60,"N","Pass",-16,NA,-16,NA
"798",642496,NA,NA,2.95744680851064,NA,3.3448275862069,1,NA,4.28301886792453,1.71428571428571,1,1,1.71428571428571,NA,1.22727272727273,1.41025641025641,1.16666666666667,NA,70,"M","East Midlands Region","A Level or Equivalent","50-60%","0-35",0,180,"N","Withdrawn",-25,90,-25,90
"799",642498,2.5,1.5,2.01282051282051,NA,2.52727272727273,1.33333333333333,1,4.67934782608696,2.5,1.33333333333333,1.57142857142857,20.65625,NA,1.18918918918919,1.5,1.16666666666667,94.7142857142857,86,"M","London Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass",-99,NA,-99,NA
"800",642551,2.72727272727273,1,2.37226277372263,NA,3.21,1.16666666666667,1.75,6.85185185185185,3.53333333333333,1.25,1.06060606060606,8.36666666666667,NA,1.17241379310345,1.53374233128834,1.34090909090909,82,79.6,"M","London Region","A Level or Equivalent","40-50%","35-55",0,60,"N","Pass",-146,NA,-146,NA
"801",642626,NA,NA,2.59375,4,3.875,1.33333333333333,1,7.16901408450704,5,1,NA,3.5,NA,1.2,1.97014925373134,1.16666666666667,NA,65,"F","North Western Region","Lower Than A Level","20-30%","0-35",0,120,"Y","Withdrawn",-77,65,-77,65
"802",642730,NA,NA,3,NA,3.7,1,NA,7.51351351351351,3.14285714285714,1,1.5,6.42857142857143,NA,1.14285714285714,2,1.16666666666667,NA,86,"M","East Anglian Region","Lower Than A Level","80-90%","0-35",0,60,"N","Fail",-129,NA,-129,NA
"803",642740,3.5,1,2.74566473988439,NA,5.11494252873563,1.28571428571429,1.16666666666667,7.43478260869565,4.25,1.07142857142857,1.07692307692308,12.4418604651163,NA,1.44444444444444,1.77364864864865,1.17307692307692,96.1428571428571,93.4,"M","West Midlands Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Distinction",-29,NA,-29,NA
"804",642750,5,2,3.15789473684211,NA,4.28455284552845,1,1.17647058823529,6.22183098591549,2.93333333333333,1,1.18181818181818,3.94886363636364,NA,2.07575757575758,1.60714285714286,1.14634146341463,92.7142857142857,89.6,"M","London Region","HE Qualification","0-10%","35-55",0,90,"N","Distinction",-31,NA,-31,NA
"805",642790,NA,NA,3.61764705882353,NA,5.64102564102564,1,1.2,8.02469135802469,2.44444444444444,1,NA,5.5,NA,1.07142857142857,1.96,1.11111111111111,NA,56,"M","London Region","Lower Than A Level","10-20","35-55",0,150,"N","Withdrawn",-147,12,-147,12
"806",642840,NA,NA,2.48275862068966,NA,3.95833333333333,1.5,3,7.85384615384615,2.36363636363636,1,1.66666666666667,10.2592592592593,NA,1.81481481481481,1.624,1.14285714285714,73,71.3333333333333,"M","West Midlands Region","Lower Than A Level","40-50%","0-35",0,120,"Y","Fail",-133,NA,-133,NA
"807",642843,5.2,2,3.1195652173913,1,6.68527918781726,1.84615384615385,1.5,6.97122302158273,2.16666666666667,1.81818181818182,1.08333333333333,9.43589743589744,NA,1.35087719298246,2.25078369905956,1.59090909090909,59.5714285714286,63,"M","South Region","Lower Than A Level","80-90%","35-55",0,120,"Y","Pass",-99,NA,-99,NA
"808",642872,NA,NA,2.14705882352941,NA,8.90094339622642,1,1.32941176470588,4.46105919003115,3.875,1,1.41666666666667,12.1361256544503,NA,1.11594202898551,1.60322580645161,1.32692307692308,86.1428571428571,83.2,"M","East Midlands Region","Lower Than A Level","20-30%","35-55",0,90,"N","Pass",-149,NA,-149,NA
"809",642909,NA,NA,3.41379310344828,NA,3.57142857142857,2,1.33333333333333,7.61666666666667,1,1,NA,14.4102564102564,NA,1.05263157894737,1.73417721518987,2.11111111111111,76.1428571428571,50.6,"M","North Western Region","A Level or Equivalent","60-70%","0-35",0,120,"N","Pass",-140,NA,-140,NA
"810",642939,NA,NA,3.70833333333333,NA,4.64705882352941,1.4,NA,6.2156862745098,4.6,NA,1.5,9,NA,1.75,2.52,1,82,70,"M","South Region","Lower Than A Level","50-60%","35-55",0,60,"N","Withdrawn",-136,34,-136,34
"811",643069,NA,NA,2.0875,6,5,1.75,NA,4.91304347826087,2.16666666666667,1,NA,14.3571428571429,NA,1.36666666666667,1.52201257861635,1.52380952380952,73.4285714285714,57.4,"M","North Western Region","A Level or Equivalent","70-80%","0-35",0,90,"N","Pass",-129,NA,-129,NA
"812",643202,2.71428571428571,1,2.25850340136054,NA,3.20714285714286,1,1.2093023255814,5.39024390243902,2.85714285714286,1,1.04347826086957,8.87951807228916,NA,1.09090909090909,1.56223175965665,1.25,77.2857142857143,85.4,"M","East Midlands Region","HE Qualification","50-60%","0-35",0,60,"N","Distinction",-93,NA,-93,NA
"813",643220,NA,NA,4.01754385964912,NA,3.12903225806452,1.33333333333333,2.2,6.46753246753247,1.4,1,NA,14.8947368421053,NA,1.6875,1.67021276595745,1.33333333333333,77.4285714285714,93,"M","East Midlands Region","HE Qualification","40-50%","0-35",0,60,"N","Distinction",-23,NA,-23,NA
"814",643273,3.66666666666667,1,3.87434554973822,NA,4.03571428571429,1.4,1.88888888888889,8.1505376344086,1.55555555555556,1,1.3,9.79041916167665,NA,1.34375,1.85767790262172,1.35897435897436,85.1428571428571,68,"M","South Region","Lower Than A Level","80-90%","35-55",0,60,"N","Pass",-93,NA,-93,NA
"815",643326,14.4285714285714,1,3.03571428571429,1,4.94565217391304,1.11111111111111,1.41666666666667,9.79960707269155,5.92307692307692,1.375,1.45454545454545,11.9382716049383,NA,2.10169491525424,2.25055928411633,1.38095238095238,64.1428571428571,52,"F","West Midlands Region","A Level or Equivalent","10-20","0-35",0,60,"N","Pass",-37,NA,-37,NA
"816",643372,NA,NA,2.77777777777778,NA,3.57692307692308,2,NA,2.4468085106383,NA,1,NA,1.66666666666667,NA,1.5,1.59183673469388,1,NA,76,"F","North Western Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Fail",-67,NA,-67,NA
"817",643466,2.25,NA,2.52121212121212,NA,4.68421052631579,1.25,1.10526315789474,4.82242990654206,1.16666666666667,1.16666666666667,1.15384615384615,9.92857142857143,NA,1.05,1.4368932038835,1.17142857142857,98.4285714285714,91.8,"M","North Region","HE Qualification","","0-35",0,60,"N","Pass",-21,NA,-21,NA
"818",643477,4.5,1,2.70408163265306,NA,6.008,1.5,2.6,7.42079207920792,3.78125,1.44444444444444,1.1304347826087,5.26666666666667,NA,1.15151515151515,2.02105263157895,1.25490196078431,80.2857142857143,79.6,"M","Scotland","A Level or Equivalent","40-50%","35-55",0,60,"N","Pass",-112,NA,-112,NA
"819",643496,NA,NA,2.60103626943005,NA,5.36274509803922,1,1.5,4.96240601503759,1.66666666666667,1,1.23809523809524,14.8698224852071,NA,1.32142857142857,2.10869565217391,1.30434782608696,93.2857142857143,78.2,"F","South East Region","A Level or Equivalent","50-60%","0-35",0,60,"Y","Pass",-44,NA,-44,NA
"820",643502,NA,NA,2.42857142857143,NA,3.49367088607595,1.25,1,4.08148148148148,NA,1.66666666666667,NA,13.1224489795918,NA,1.05882352941176,1.57522123893805,1.33333333333333,82,79.8,"M","South Region","A Level or Equivalent","90-100%","0-35",0,120,"N","Pass",-67,NA,-67,NA
"821",643591,3,NA,3.17832167832168,1,5.80132450331126,1.16666666666667,1.66666666666667,5.21671018276762,2.57142857142857,1,1.25,10.0804597701149,NA,1.24324324324324,1.5375,1.5,78.5714285714286,90.2,"M","South West Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Distinction",-66,NA,-66,NA
"822",643653,NA,NA,2.70394736842105,NA,4.19642857142857,1,1.28571428571429,6.14012738853503,1.75,1.25,1.26666666666667,11.5057471264368,NA,1.05263157894737,1.77622377622378,1.54166666666667,70.4285714285714,76.4,"F","South Region","A Level or Equivalent","50-60%","0-35",0,60,"Y","Pass",-142,NA,-142,NA
"823",643690,NA,NA,1.42857142857143,NA,4.23529411764706,2,NA,5.2972972972973,NA,1,NA,2.375,NA,1.14285714285714,2.09375,1.6,NA,66,"M","South West Region","Lower Than A Level","40-50%","0-35",0,180,"N","Withdrawn",-84,101,-84,101
"824",643696,NA,NA,3.1340206185567,NA,4,1.6,4.5,7.77659574468085,3,1.33333333333333,NA,2,NA,1.33333333333333,2.04225352112676,1.09090909090909,NA,66.3333333333333,"M","South West Region","Lower Than A Level","40-50%","0-35",0,120,"N","Fail",-155,NA,-155,NA
"825",643751,4.7,2,4.21296296296296,NA,3.60135135135135,1.09090909090909,1.22222222222222,5.73634651600753,2.58333333333333,1.21739130434783,1.21621621621622,8.64335664335664,NA,1.45762711864407,1.96686746987952,1.10294117647059,88.7142857142857,85.4,"M","South East Region","HE Qualification","50-60%","35-55",0,60,"N","Distinction",-53,NA,-53,NA
"826",643754,NA,NA,3.67313915857605,NA,5.76190476190476,1.28571428571429,2.3,5.7568093385214,2.24242424242424,1,1,19.3620689655172,NA,1.2972972972973,1.93393393393393,1.5,90.1428571428571,91.6,"F","South East Region","HE Qualification","30-40%","0-35",0,60,"N","Distinction",-84,NA,-84,NA
"827",643757,NA,NA,3.41176470588235,NA,3.43243243243243,1,NA,2.73333333333333,NA,NA,NA,1.2,NA,1.17647058823529,1.28378378378378,2,NA,57,"M","West Midlands Region","HE Qualification","0-10%","0-35",0,120,"N","Fail",-70,NA,-70,NA
"828",644025,2,1,1.86301369863014,NA,3.03030303030303,1.66666666666667,1.80645161290323,5.61648745519713,3.22222222222222,1.14285714285714,NA,6.73282442748092,NA,1.51851851851852,1.62980769230769,1.36666666666667,78.8571428571429,75.4,"F","East Midlands Region","A Level or Equivalent","90-100%","0-35",0,120,"N","Pass",-101,NA,-101,NA
"829",644210,NA,1,2.9,NA,3.01694915254237,1,1,8.4,4.4,1,1.25,13.6818181818182,NA,1.5625,1.86776859504132,1.15384615384615,77.8571428571429,70.4,"M","South West Region","Lower Than A Level","80-90%","0-35",0,180,"Y","Pass",-136,NA,-136,NA
"830",644303,NA,NA,2.63157894736842,NA,5.66666666666667,1.66666666666667,NA,8.81081081081081,7.83333333333333,1,NA,3.57142857142857,NA,1.625,2.79411764705882,1.33333333333333,NA,76,"F","East Midlands Region","Lower Than A Level","10-20","0-35",0,60,"N","Withdrawn",-144,72,-144,72
